city,state_id,state_name,county_name,lat,lng,zips,id
Mill Creek,IL,Illinois,Union,37.3411,-89.2535,62961,1840013009
Dodson,TX,Texas,Collingsworth,34.7654,-100.0204,79230,1840021823
Langdon,KS,Kansas,Reno,37.8532,-98.3240,67583,1840008677
Ohiopyle,PA,Pennsylvania,Fayette,39.8689,-79.4947,15470 15464,1840000666
West Denton,MD,Maryland,Caroline,38.8896,-75.8389,21629,1840024535
Mount Sterling,IA,Iowa,Van Buren,40.6185,-91.9353,52573,1840008304
Pelkie,MI,Michigan,Baraga,46.8124,-88.6373,49958,1840031733
Cougar,WA,Washington,Cowlitz,46.0493,-122.3034,98616,1840037758
Hughes,AK,Alaska,Yukon-Koyukuk,66.0452,-154.2376,99745,1840023450
Wilsonia,CA,California,Tulare,36.7347,-118.9558,93633,1840024885
Alexander,KS,Kansas,Rush,38.4695,-99.5530,67513,1840007483
Aurora,KS,Kansas,Cloud,39.4520,-97.5300,67417,1840007326
Kerrick,MN,Minnesota,Pine,46.3386,-92.5843,55712 55756,1840007753
Seville,GA,Georgia,Wilcox,31.9608,-83.6012,31084 31072,1840025929
Burgess,MO,Missouri,Barton,37.5568,-94.6153,64769,1840009888
Graingers,NC,North Carolina,Lenoir,35.3164,-77.5066,28501 28530,1840088340
Carlton,AL,Alabama,Clarke,31.3430,-87.8378,36545,1840025932
California Junction,IA,Iowa,Harrison,41.5601,-95.9947,51555,1840024132
Foster,NE,Nebraska,Pierce,42.2747,-97.6651,68765,1840011186
Sula,MT,Montana,Ravalli,45.8453,-113.9629,59871,1840023868
Pine Lake,AZ,Arizona,Mohave,35.0887,-113.8740,86401,1840075424
Luther,MT,Montana,Carbon,45.2852,-109.4164,59068,1840032740
Bridgeport,KS,Kansas,Saline,38.6272,-97.6140,67416,1840030245
Ottosen,IA,Iowa,Humboldt,42.8977,-94.3760,50570,1840009082
Douglas,OK,Oklahoma,Garfield,36.2605,-97.6666,73733,1840021646
St. Cloud,MO,Missouri,Crawford,38.1732,-91.2127,65441 63080,1840012950
Deweese,NE,Nebraska,Clay,40.3547,-98.1392,68934,1840012060
Detroit,IL,Illinois,Pike,39.6202,-90.6759,62363,1840012532
Azalia,IN,Indiana,Bartholomew,39.0917,-85.8472,47232,1840029911
Healy Lake,AK,Alaska,Southeast Fairbanks,64.0281,-144.6331,99706,1840023693
Crestone,CO,Colorado,Saguache,37.9945,-105.6962,81131,1840021509
Quintana,TX,Texas,Brazoria,28.9279,-95.3171,77541,1840022238
King and Queen Court House,VA,Virginia,King and Queen,37.6683,-76.8781,23085,1840026804
Cayuga,ND,North Dakota,Sargent,46.0761,-97.3845,58013,1840001983
Blanchard,IA,Iowa,Page,40.5803,-95.2213,51630,1840007183
Acala,TX,Texas,Hudspeth,31.3344,-105.9028,79839,1840113450
Alma,NM,New Mexico,Catron,33.3817,-108.8995,88039,1840082481
Jerome,IN,Indiana,Howard,40.4553,-85.9308,46936,1840054959
Rodeo,NM,New Mexico,Hidalgo,31.8396,-109.0265,88056,1840025103
Varina,IA,Iowa,Pocahontas,42.6585,-94.8982,50593 50540,1840010085
Lynn Center,IL,Illinois,Henry,41.2945,-90.3592,61262,1840051395
Aldrich,MN,Minnesota,Wadena,46.3747,-94.9395,56434,1840006639
Fords Creek Colony,MT,Montana,Fergus,47.1310,-108.9169,59032,1840149592
Satartia,MS,Mississippi,Yazoo,32.6719,-90.5445,39162,1840018054
Inverness,MT,Montana,Hill,48.5599,-110.7101,59530,1840017303
Stanley,NM,New Mexico,Santa Fe,35.1542,-105.9764,87056,1840033504
Girard,TX,Texas,Kent,33.3636,-100.6598,79518,1840018036
Fox,OK,Oklahoma,Carter,34.3601,-97.4928,73435,1840034444
Plush,OR,Oregon,Lake,42.4051,-119.8993,97637,1840025437
Chignik Lagoon,AK,Alaska,Lake and Peninsula,56.3041,-158.5004,99565,1840023288
Chignik Lake,AK,Alaska,Lake and Peninsula,56.2631,-158.8049,99548,1840023691
The Rock,GA,Georgia,Upson,32.9635,-84.2378,30285,1840025092
Hidden Lake,CO,Colorado,Boulder,40.1055,-105.4777,80481,1840028525
Denham,MN,Minnesota,Pine,46.3617,-92.9415,55783 55795,1840006663
Susitna,AK,Alaska,Matanuska-Susitna,61.4935,-150.5950,99667 99688,1840023374
Nimmons,AR,Arkansas,Clay,36.3062,-90.0951,72461,1840016089
Lake City,CA,California,Modoc,41.6460,-120.2255,96115,1840024122
Midway Colony,MT,Montana,Pondera,48.0670,-111.9935,59416 59425,1840143854
Ceex Haci,WI,Wisconsin,Wood,44.2818,-89.9650,54457,1840144082
Wenonah,IL,Illinois,Montgomery,39.3200,-89.2880,62075,1840012648
Cedar Mills,MN,Minnesota,Meeker,44.9434,-94.5194,55350,1840006734
Springbrook,ND,North Dakota,Williams,48.2521,-103.4618,58843,1840033094
Wasola,MO,Missouri,Ozark,36.7857,-92.5685,65773,1840025753
Haynes,ND,North Dakota,Adams,45.9739,-102.4710,58639,1840000242
Idana,KS,Kansas,Clay,39.3595,-97.2662,67432,1840030230
May,OK,Oklahoma,Harper,36.6167,-99.7485,73851,1840022614
Conway,IA,Iowa,Taylor,40.7492,-94.6200,50833,1840007187
Blue Knob,PA,Pennsylvania,Blair,40.3527,-78.5533,15946 16635,1840098547
Quitman,MO,Missouri,Nodaway,40.3733,-95.0769,64487,1840010414
Bluewater Village,NM,New Mexico,Cibola,35.2464,-107.9676,87005 87020,1840039992
Manzano Springs,NM,New Mexico,Torrance,34.9614,-106.2328,87015,1840033694
Waterford,MS,Mississippi,Marshall,34.6494,-89.4575,38635 38685,1840032552
Jackson Junction,IA,Iowa,Winneshiek,43.1014,-92.0462,52171,1840007980
Clear Lake,SD,South Dakota,Marshall,45.6933,-97.3572,57247,1840153137
Judson,IN,Indiana,Parke,39.8134,-87.1358,47872,1840001578
Elliott,ND,North Dakota,Ransom,46.4023,-97.8149,58054,1840000224
Cliffdell,WA,Washington,Yakima,46.9222,-121.0431,98937,1840023851
Florence,MN,Minnesota,Lyon,44.2372,-96.0516,56170,1840007876
Rosedale,OK,Oklahoma,McClain,34.9188,-97.1848,74831,1840021809
Radar Base,TX,Texas,Maverick,28.8568,-100.5336,78852,1840073266
Seton Village,NM,New Mexico,Santa Fe,35.5999,-105.9334,87508,1840082767
Linwood,NY,New York,Livingston,42.8967,-77.9476,14486,1840024077
Lonetree,WY,Wyoming,Uinta,41.0273,-110.1536,82936,1840017482
Beverly,IL,Illinois,Adams,39.7946,-90.9900,62347,1840027407
Caputa,SD,South Dakota,Pennington,43.9961,-102.9844,57703 57725,1840035951
Ryan Park,WY,Wyoming,Carbon,41.3131,-106.4896,82331,1840024100
Inkster,ND,North Dakota,Grand Forks,48.1513,-97.6442,58244,1840000102
St. Clement,MO,Missouri,Pike,39.2829,-91.2098,63334,1840026644
Mansfield,SD,South Dakota,Brown,45.2465,-98.5581,57460,1840026105
Winfred,SD,South Dakota,Lake,44.0009,-97.3598,57076,1840026138
McGrath,MN,Minnesota,Aitkin,46.2421,-93.2751,56350,1840007732
Big Spring,MO,Missouri,Montgomery,38.8020,-91.4837,65041 63363,1840025628
Danville,KS,Kansas,Harper,37.2860,-97.8921,67036,1840007621
Guffey,CO,Colorado,Park,38.7591,-105.5024,80820,1840026647
Moccasin,AZ,Arizona,Mohave,36.9099,-112.7546,86022,1840023183
Old Eucha,OK,Oklahoma,Delaware,36.3551,-94.9379,74342,1840034645
Susank,KS,Kansas,Barton,38.6407,-98.7745,67544,1840009651
Kirk,CO,Colorado,Yuma,39.6127,-102.5920,80824,1840024320
Landusky,MT,Montana,Phillips,47.8982,-108.6202,59546,1840026637
Vera Cruz,IN,Indiana,Wells,40.7016,-85.0795,46714,1840010358
Pilsen,KS,Kansas,Marion,38.4711,-97.0389,66861,1840059136
Mohawk Vista,CA,California,Plumas,39.8048,-120.5883,96103,1840028349
Hogeland,MT,Montana,Blaine,48.8547,-108.6624,59529,1840032616
Nelson,NV,Nevada,Clark,35.7179,-114.8313,89046,1840024863
Princeton,ID,Idaho,Latah,46.9152,-116.8315,83857,1840023849
Bergoo,WV,West Virginia,Webster,38.4849,-80.2981,26298,1840025655
Samnorwood,TX,Texas,Collingsworth,35.0500,-100.2814,79079,1840019179
Haigler Creek,AZ,Arizona,Gila,34.2163,-110.9719,85554,1840075384
Larke,PA,Pennsylvania,Blair,40.4250,-78.2086,16693,1840100049
Barada,NE,Nebraska,Richardson,40.2185,-95.5777,68355,1840012342
Durham,OK,Oklahoma,Roger Mills,35.8427,-99.9264,73642,1840097202
Ross Corner,NJ,New Jersey,Sussex,41.1243,-74.7190,07822,1840024181
Spencer,ID,Idaho,Clark,44.3770,-112.1897,83446 83423,1840021259
Cherokee Falls,SC,South Carolina,Cherokee,35.0645,-81.5436,29702,1840035761
Holiday City,OH,Ohio,Williams,41.6183,-84.5384,43554 43543,1840011519
Swedona,IL,Illinois,Mercer,41.2801,-90.4433,61262,1840051677
Burdick,KS,Kansas,Morris,38.5589,-96.8472,66838,1840030250
Great Bend,ND,North Dakota,Richland,46.1546,-96.8010,58075,1840000231
Nora,NE,Nebraska,Nuckolls,40.1642,-97.9738,68961,1840012272
Hurdsfield,ND,North Dakota,Wells,47.4468,-99.9310,58451,1840000120
Hope,AK,Alaska,Kenai Peninsula,60.8924,-149.6352,99605,1840023405
Wide Ruins,AZ,Arizona,Apache,35.4176,-109.4994,86502,1840022630
Pencil Bluff,AR,Arkansas,Montgomery,34.6299,-93.7350,71965,1840040566
Madeline,CA,California,Lassen,41.0514,-120.4755,96119,1840027337
Brinsmade,ND,North Dakota,Benson,48.1840,-99.3236,58351,1840000087
Canyon Creek,MT,Montana,Lewis and Clark,46.8053,-112.2544,59633,1840032814
Sage Creek Colony,MT,Montana,Liberty,48.9288,-110.9723,59522,1840078101
Chignik,AK,Alaska,Lake and Peninsula,56.3003,-158.4132,99564,1840023293
Cantu Addition,TX,Texas,Brooks,27.2020,-98.1555,78355,1840037035
IXL,OK,Oklahoma,Okfuskee,35.5227,-96.3882,74833,1840021754
Lawrenceport,IN,Indiana,Lawrence,38.7512,-86.3878,47446,1840055038
Topeka,IL,Illinois,Mason,40.3304,-89.9306,61567,1840012211
Lushton,NE,Nebraska,York,40.7240,-97.7237,68371,1840011822
Seneca,NE,Nebraska,Thomas,42.0440,-100.8321,69161,1840011365
Oak Springs,AZ,Arizona,Apache,35.4760,-109.1318,86511,1840027932
Riverside,WY,Wyoming,Carbon,41.2154,-106.7813,82325,1840021312
Scott,AR,Arkansas,Lonoke,34.6966,-92.0938,72142,1840013527
Salmon Creek,CA,California,Sonoma,38.3462,-123.0595,94923,1840024620
Inland,NE,Nebraska,Clay,40.5954,-98.2232,68954,1840024288
Anderson,IA,Iowa,Fremont,40.7982,-95.6086,51652,1840024256
Memphis,AL,Alabama,Pickens,33.1369,-88.3008,35442,1840016852
Chilili,NM,New Mexico,Bernalillo,34.8974,-106.2332,87059,1840017877
Johnstown,NE,Nebraska,Brown,42.5721,-100.0563,69214,1840011076
Courtenay,ND,North Dakota,Stutsman,47.2241,-98.5685,58426,1840001923
Oberon,ND,North Dakota,Benson,47.9242,-99.2059,58357,1840000093
Broseley,MO,Missouri,Butler,36.6754,-90.2441,63932,1840032149
Tyrone Forge,PA,Pennsylvania,Blair,40.6603,-78.2225,16686,1840101537
Venice,NE,Nebraska,Douglas,41.2390,-96.3526,68069,1840024170
Platina,CA,California,Shasta,40.3591,-122.9042,96076,1840027344
Oxville,IL,Illinois,Scott,39.7054,-90.5604,62621,1840051510
Rockham,SD,South Dakota,Faulk,44.9043,-98.8234,57470,1840002117
Callimont,PA,Pennsylvania,Somerset,39.8011,-78.9216,15552,1840001416
Lupus,MO,Missouri,Moniteau,38.8460,-92.4540,65046,1840009727
Los Arcos,TX,Texas,Webb,27.6144,-99.2105,78043,1840041099
Standing Rock,AL,Alabama,Chambers,33.0863,-85.2449,36855,1840023015
Hensley,AR,Arkansas,Pulaski,34.5068,-92.2069,72065,1840013534
Triplett,MO,Missouri,Chariton,39.4984,-93.1938,65286,1840010609
Wightmans Grove,OH,Ohio,Sandusky,41.4243,-83.0468,43420,1840024154
Iago,TX,Texas,Wharton,29.2665,-95.9630,77420,1840025143
Cogdell,GA,Georgia,Clinch,31.1663,-82.7217,31634,1840029390
Powhatan,LA,Louisiana,Natchitoches,31.8738,-93.2032,71457 71066,1840018142
Cuyama,CA,California,Santa Barbara,34.9312,-119.6148,93254,1840022805
Riggston,IL,Illinois,Scott,39.6944,-90.4234,62694,1840051582
Cope,SC,South Carolina,Orangeburg,33.3777,-81.0079,29038,1840016820
Millgrove,IN,Indiana,Blackford,40.4084,-85.2750,47348,1840029989
Playas,NM,New Mexico,Hidalgo,31.9125,-108.5363,88009,1840025102
Atlantic City,WY,Wyoming,Fremont,42.5012,-108.7330,82520,1840017434
Sun Valley,TX,Texas,Lamar,33.6705,-95.4287,75462,1840037020
Cedar Highlands,UT,Utah,Iron,37.6295,-113.0667,84720,1840033695
Loring Colony,MT,Montana,Phillips,48.7891,-107.9687,59537,1840148545
Alsen,ND,North Dakota,Cavalier,48.6303,-98.7048,58311 58352 58338,1840016544
Russell Springs,KS,Kansas,Logan,38.9128,-101.1757,67764,1840009698
Dewey,MT,Montana,Beaverhead,45.7764,-112.8553,59727,1840032719
New Richmond,WV,West Virginia,Wyoming,37.5734,-81.4870,24867,1840038284
Snyder,CO,Colorado,Morgan,40.3309,-103.5920,80750,1840024302
Macedonia,IL,Illinois,Hamilton,38.0525,-88.7054,62860,1840012930
Tinsman,AR,Arkansas,Calhoun,33.6292,-92.3533,71744,1840016811
Victoria Vera,TX,Texas,Starr,26.3182,-98.6929,78547,1840041593
Ski Gap,PA,Pennsylvania,Blair,40.3160,-78.5174,16625,1840153026
Virgil,KS,Kansas,Greenwood,37.9807,-96.0116,66870,1840010830
Cedar,MI,Michigan,Leelanau,44.8466,-85.7941,49621,1840025196
Port Alexander,AK,Alaska,Prince of Wales-Hyder,56.2346,-134.6532,99836,1840023638
Yorktown,IA,Iowa,Page,40.7353,-95.1544,51656,1840010365
Peterman,AL,Alabama,Monroe,31.5837,-87.2631,36471,1840025943
Seneca,SD,South Dakota,Faulk,45.0608,-99.5092,57473,1840002118
Stockville,NE,Nebraska,Frontier,40.5335,-100.3846,69039,1840012035
Atka,AK,Alaska,Aleutians West,52.2301,-174.2133,99547,1840023262
Sandusky,IN,Indiana,Decatur,39.4195,-85.4780,47240,1840055575
Longcreek,SC,South Carolina,Oconee,34.7776,-83.2602,29693 29658,1840106379
Boyd,MT,Montana,Carbon,45.4540,-109.0697,59013,1840023902
Snowslip,MT,Montana,Flathead,48.2648,-113.4460,59916,1840078442
New Marion,IN,Indiana,Ripley,39.0076,-85.3588,47023,1840055267
Saltaire,NY,New York,Suffolk,40.6389,-73.1949,11706,1840005135
Ophir,UT,Utah,Tooele,40.3716,-112.2507,84071,1840022393
Tolley,ND,North Dakota,Renville,48.7303,-101.8274,58787,1840001865
Rafael Pena,TX,Texas,Starr,26.3010,-98.6409,78582,1840041447
Cathedral,CO,Colorado,Hinsdale,38.0836,-107.0306,81235,1840024707
Metz,IN,Indiana,Steuben,41.6162,-84.8394,46703,1840029987
Realitos,TX,Texas,Duval,27.4454,-98.5303,78376,1840019711
Van Tassell,WY,Wyoming,Niobrara,42.6643,-104.0913,82242,1840022357
Ambrose,ND,North Dakota,Divide,48.9559,-103.4813,58833,1840000033
Osage,WV,West Virginia,Monongalia,39.6593,-80.0070,26543,1840038158
Riceville,MT,Montana,Cascade,47.2202,-110.9262,59412,1840078309
Golden,OK,Oklahoma,McCurtain,34.0312,-94.8978,74737,1840034445
Karluk,AK,Alaska,Kodiak Island,57.5845,-154.3255,99608,1840023299
Dahlen,ND,North Dakota,Nelson,48.1587,-97.9319,58224,1840023778
Hampden,ND,North Dakota,Ramsey,48.5395,-98.6542,58338,1840000074
Gilead,NE,Nebraska,Thayer,40.1461,-97.4151,68362,1840012283
Mona,IA,Iowa,Mitchell,43.4860,-92.9534,50472,1840024039
Manhattan Beach,MN,Minnesota,Crow Wing,46.7370,-94.1396,56442,1840008844
Wingate,TX,Texas,Runnels,32.0455,-100.1040,79566,1840112603
Platinum,AK,Alaska,Bethel,58.9780,-161.7185,99651,1840000307
Chase,AK,Alaska,Matanuska-Susitna,62.4624,-149.9371,99676,1840023369
Rockport Colony,SD,South Dakota,Hanson,43.5820,-97.8431,57311,1840107840
Pompeys Pillar,MT,Montana,Yellowstone,45.9906,-107.9504,59064,1840032663
Hendley,NE,Nebraska,Furnas,40.1313,-99.9713,68926 68946,1840012275
Alleene,AR,Arkansas,Little River,33.7648,-94.2622,71822 71820,1840003901
Diomede,AK,Alaska,Nome,65.7536,-168.9219,99762,1840023505
Garland,KS,Kansas,Bourbon,37.7305,-94.6244,66741,1840030207
Oxly,MO,Missouri,Ripley,36.6025,-90.6790,63955,1840025749
Ozone,AR,Arkansas,Johnson,35.6352,-93.4450,72854 72830,1840027839
Dellview,NC,North Carolina,Gaston,35.3865,-81.4127,28021,1840016397
Lane,SD,South Dakota,Jerauld,44.0697,-98.4246,57358 57382,1840002530
Palmyra,VA,Virginia,Fluvanna,37.8652,-78.2627,22963,1840026797
Ernstville,MD,Maryland,Washington,39.6304,-78.0239,21711,1840024398
Jugtown,PA,Pennsylvania,Blair,40.3363,-78.3270,16662,1840153019
Sherman,CT,Connecticut,Western Connecticut,41.5746,-73.4957,06784,1840153079
Strang,NE,Nebraska,Fillmore,40.4149,-97.5872,68444,1840012054
Dana,IA,Iowa,Greene,42.1072,-94.2383,50064,1840007015
Orin,WY,Wyoming,Converse,42.6505,-105.1826,82633,1840026161
Domino,TX,Texas,Cass,33.2495,-94.1162,75572,1840022033
Franklin Forge,PA,Pennsylvania,Blair,40.4713,-78.2317,16693,1840142655
New Salem,KS,Kansas,Cowley,37.3143,-96.8897,67156,1840058054
Utica,OK,Oklahoma,Bryan,33.9051,-96.2214,74726,1840096536
Frierson,LA,Louisiana,De Soto,32.2486,-93.6895,71027,1840025916
Haugan,MT,Montana,Mineral,47.3887,-115.4079,59842,1840032729
Webber,KS,Kansas,Jewell,39.9344,-98.0351,66970,1840010549
Mappsburg,VA,Virginia,Accomack,37.5760,-75.7593,23420,1840024733
Mound,LA,Louisiana,Madison,32.3330,-91.0241,71282,1840018102
Coolin,ID,Idaho,Bonner,48.4760,-116.8441,83821,1840027050
Tarnov,NE,Nebraska,Platte,41.6148,-97.5025,68642,1840011456
Westervelt,IL,Illinois,Shelby,39.4792,-88.8612,62565,1840025595
Flaxton,ND,North Dakota,Burke,48.8974,-102.3933,58737,1840000038
Spiritwood,ND,North Dakota,Stutsman,46.9343,-98.4933,58481,1840023844
Buell,MO,Missouri,Montgomery,39.0328,-91.4407,63361,1840032029
Square Butte,MT,Montana,Chouteau,47.5147,-110.1991,59446,1840032687
Niagara,ND,North Dakota,Grand Forks,47.9983,-97.8717,58266,1840000105
Crocker,SD,South Dakota,Clark,45.1070,-97.7805,57217,1840026114
Wise River,MT,Montana,Beaverhead,45.7920,-112.9485,59762,1840032771
Elm Grove,OK,Oklahoma,Adair,35.7926,-94.5694,74960,1840040363
Elmira,MO,Missouri,Ray,39.5087,-94.1546,64062,1840012633
Miller,IA,Iowa,Hancock,43.1864,-93.6076,50438,1840024056
Boone Grove,IN,Indiana,Porter,41.3548,-87.1295,46302 46385,1840055979
Klahr,PA,Pennsylvania,Blair,40.2979,-78.5129,16625,1840099973
Preston,NE,Nebraska,Richardson,40.0346,-95.5182,68355,1840012344
Cotesfield,NE,Nebraska,Howard,41.3575,-98.6335,68835,1840011660
Roscoe,MT,Montana,Carbon,45.3517,-109.4932,59071,1840023905
Grovespring,MO,Missouri,Wright,37.3999,-92.6060,65662,1840032061
Clear Creek,UT,Utah,Carbon,39.6433,-111.1548,84526,1840024370
El Rancho,WY,Wyoming,Platte,42.2680,-105.0477,82201,1840152889
Cotter,IA,Iowa,Louisa,41.2925,-91.4617,52738,1840007136
Unity,OR,Oregon,Baker,44.4491,-118.1881,97884,1840021232
Denver,MO,Missouri,Worth,40.3989,-94.3233,64441,1840012144
San Acacio,CO,Colorado,Costilla,37.2086,-105.5667,81151,1840024768
Labette,KS,Kansas,Labette,37.2300,-95.1836,67356,1840008767
Hatfield,MN,Minnesota,Pipestone,43.9546,-96.1905,56128 56164,1840006797
Buck Grove,IA,Iowa,Crawford,41.9175,-95.3951,51528,1840007003
Padroni,CO,Colorado,Logan,40.7818,-103.1733,80745,1840018742
Benton,IA,Iowa,Ringgold,40.7047,-94.3608,50835,1840007194
Alice,ND,North Dakota,Cass,46.7600,-97.5562,58031,1840000169
Galatia,KS,Kansas,Barton,38.6411,-98.9578,67565 67564,1840008626
Leando,IA,Iowa,Van Buren,40.8237,-92.0823,52551,1840005357
Wolford,ND,North Dakota,Pierce,48.4975,-99.7038,58385,1840001881
Onaka,SD,South Dakota,Faulk,45.1912,-99.4659,57466,1840000284
Lonerock,OR,Oregon,Gilliam,45.0887,-119.8841,97823,1840019925
Candy Kitchen,NM,New Mexico,Cibola,34.9120,-108.4929,87321,1840146214
Forbes,ND,North Dakota,Dickey,45.9425,-98.7820,58439,1840000252
Fairdale,ND,North Dakota,Walsh,48.4900,-98.2312,58229,1840000078
Clio,IA,Iowa,Wayne,40.6360,-93.4514,50052,1840007199
New Lisbon,IN,Indiana,Henry,39.8634,-85.2630,47366 47387,1840029994
Reserve,MT,Montana,Sheridan,48.6024,-104.4677,59258,1840018362
Redstone,MT,Montana,Sheridan,48.8217,-104.9432,59257,1840032670
Speed,KS,Kansas,Phillips,39.6764,-99.4209,67661,1840009509
Cynthiana,OH,Ohio,Pike,39.1736,-83.3485,45612 45624,1840026675
Moccasin,MT,Montana,Judith Basin,47.0527,-109.9086,59462,1840032647
Crab Orchard,NE,Nebraska,Johnson,40.3347,-96.4224,68332,1840012168
Worthington,MO,Missouri,Putnam,40.4085,-92.6892,63567,1840012135
Money Island,NJ,New Jersey,Cumberland,39.2855,-75.2352,08345,1840148391
King Ranch Colony,MT,Montana,Fergus,47.0572,-109.6362,59457,1840148498
Jackson,MT,Montana,Beaverhead,45.3679,-113.4097,59736,1840032732
Big Spring,MD,Maryland,Washington,39.6257,-77.9396,21722,1840024390
Eagle Grove,GA,Georgia,Hart,34.2918,-83.0043,30520,1840025854
Long Creek,ND,North Dakota,Williams,48.1009,-103.2548,58843,1840150220
Towner,CO,Colorado,Kiowa,38.4705,-102.0804,81071,1840024660
Paynes Creek,CA,California,Tehama,40.3409,-121.9174,96080 96075,1840026515
Monarch,MT,Montana,Cascade,47.1003,-110.8448,59463,1840032746
Kellogg Point,CT,Connecticut,Western Connecticut,41.4681,-73.4597,06812,1840151405
Tatitlek,AK,Alaska,Chugach,60.8921,-146.6727,99677,1840023400
Velpen,IN,Indiana,Pike,38.3553,-87.1019,47590,1840055805
Hunter Creek,AZ,Arizona,Gila,34.3054,-111.0159,85541,1840075397
Bartley,WV,West Virginia,McDowell,37.3372,-81.7334,24892 24813,1840025730
Waldo,KS,Kansas,Russell,39.1200,-98.7983,67673,1840010704
Lamkin,TX,Texas,Comanche,31.8241,-98.2619,76455,1840036719
Clay,TX,Texas,Burleson,30.3883,-96.3460,77879,1840036407
Guion,AR,Arkansas,Izard,35.9269,-91.9389,72540 72556,1840016128
Gardi,GA,Georgia,Wayne,31.5409,-81.7970,31546,1840029140
Hamburg,IN,Indiana,Franklin,39.3809,-85.2508,47036,1840142786
Brogan,OR,Oregon,Malheur,44.2475,-117.5187,97903,1840025374
Nekoma,ND,North Dakota,Cavalier,48.5763,-98.3755,58355,1840000031
Rodman,IA,Iowa,Palo Alto,43.0266,-94.5274,50597,1840009056
Mulberry,OK,Oklahoma,Adair,35.8631,-94.7014,74960,1840040387
Delphos,IA,Iowa,Ringgold,40.6632,-94.3403,50860,1840007195
Wiseman,AK,Alaska,Yukon-Koyukuk,67.4370,-150.1334,99701,1840023442
Glazier,TX,Texas,Hemphill,36.0137,-100.2702,79014,1840036449
La Casita,TX,Texas,Starr,26.3368,-98.7336,78582,1840027028
Dunlap,KS,Kansas,Morris,38.5763,-96.3676,66846,1840008601
Summerhaven,AZ,Arizona,Pima,32.4416,-110.7766,85619,1840023078
Hollowayville,IL,Illinois,Bureau,41.3648,-89.2951,61356,1840011570
Cathay,ND,North Dakota,Wells,47.5542,-99.4108,58422,1840001901
Alatna,AK,Alaska,Yukon-Koyukuk,66.5638,-152.8385,99720,1840023430
Twin Hills Colony,MT,Montana,Chouteau,48.0168,-111.0698,59420,1840147683
Butte Meadows,CA,California,Butte,40.0871,-121.5370,95942,1840025564
Hillman,MN,Minnesota,Morrison,46.0063,-93.8887,56338,1840006672
Hilldale Colony,MT,Montana,Hill,48.8035,-109.7832,59501,1840148721
Mehan,OK,Oklahoma,Payne,36.0457,-96.9401,74074,1840096456
Huntersville,WV,West Virginia,Pocahontas,38.1860,-80.0152,24954,1840025654
Golden Valley Colony,MT,Montana,Golden Valley,46.2592,-109.2735,59074,1840150436
Floriston,CA,California,Nevada,39.3930,-120.0149,96111,1840025608
King Lake,NE,Nebraska,Douglas,41.3135,-96.3017,68064,1840024169
Smithwick,SD,South Dakota,Fall River,43.2976,-103.2163,57782,1840035964
Lancaster,VA,Virginia,Lancaster,37.7675,-76.4549,22503,1840037426
Ono,CA,California,Shasta,40.4801,-122.6257,96047,1840027340
Martinsburg Junction,PA,Pennsylvania,Blair,40.3101,-78.3365,16662,1840151917
Rye,AZ,Arizona,Gila,34.0979,-111.3542,85541,1840022867
Bavaria,KS,Kansas,Saline,38.7955,-97.7548,67401,1840030241
Keeler,CA,California,Inyo,36.4867,-117.8733,93530,1840017645
Hough,OK,Oklahoma,Texas,36.8720,-101.5747,73942,1840034548
Live Oak,SC,South Carolina,Horry,34.0560,-78.9397,29569,1840106996
Tunis,TX,Texas,Burleson,30.5440,-96.5280,77836,1840036598
Blue Eye,AR,Arkansas,Carroll,36.4966,-93.3977,72660,1840015294
Hamlin,KS,Kansas,Brown,39.9156,-95.6275,66434,1840007295
Waverly,SD,South Dakota,Codington,44.9987,-96.9742,57201,1840026115
Louisburg,MN,Minnesota,Lac qui Parle,45.1645,-96.1711,56256,1840008919
Fedora,SD,South Dakota,Miner,44.0067,-97.7895,57337,1840026139
Zeandale,KS,Kansas,Riley,39.1627,-96.4279,66502,1840059031
De Lamere,ND,North Dakota,Sargent,46.2668,-97.3332,58060,1840023879
Warm Springs,VA,Virginia,Bath,38.0463,-79.7826,24484,1840026778
Ardoch,ND,North Dakota,Walsh,48.2054,-97.3380,58261,1840000076
Bassett,KS,Kansas,Allen,37.9063,-95.4076,66749,1840007555
Rainsville,IN,Indiana,Warren,40.4140,-87.3158,47918,1840055466
Trout Valley,NM,New Mexico,Grant,33.0363,-108.1893,88049,1840040216
Maverick Junction,SD,South Dakota,Fall River,43.4087,-103.3958,57747,1840152052
Beavertown,PA,Pennsylvania,Blair,40.3737,-78.2370,16662 16693,1840153023
Sunrise,AK,Alaska,Kenai Peninsula,60.8701,-149.4678,99605,1840023608
Matheson,CO,Colorado,Elbert,39.1683,-103.9770,80830,1840027459
Ohoopee,GA,Georgia,Toombs,32.1808,-82.2209,30436,1840029306
Jolley,IA,Iowa,Calhoun,42.4794,-94.7191,50551,1840008073
Scottsville,KS,Kansas,Mitchell,39.5426,-97.9523,67420,1840009582
Fults,IL,Illinois,Monroe,38.1644,-90.2128,62244,1840012896
Leal,ND,North Dakota,Barnes,47.1049,-98.3155,58479,1840000164
Los Ojos,NM,New Mexico,Rio Arriba,36.7361,-106.5669,87551,1840024838
Gandy,NE,Nebraska,Logan,41.4698,-100.4583,69163,1840011473
Lucerne,MO,Missouri,Putnam,40.4639,-93.2911,64655,1840012134
